fecha;TempAi1;Bn;Gh;Dh;CelulaTop;CelulaMid;CelulaBot;TopCal;MidCal;BotCal;Presion;V_Vien1;D_Vien1;ElevSol1;OrientSol1;TempAi2;HumRel;Bn2;G41;Gn;Pirgeo;TemPirgeo;Auxil;V_Vien2;D_Vien2;Lluvia;Limpieza;ElevSol2;OrientSol2
2020/09/01 07:43;13.959;0.184;-0.137;-0.237;-0.295;5.907;7.003;0.469;-0.126;-0.031;936.168;0.575;221.268;-0.283;78.697;13.957;49.124;0.0;0.653;0.86;353.859;14.726;-1.892;0.404;215.787;0.0;0.0;-0.262;78.694
2020/09/01 20:45;25.823;0.0;2.681;3.551;-0.187;7.157;8.483;0.49;-0.107;-0.065;933.331;0.792;191.08;-0.046;280.923;25.918;18.268;0.334;1.585;15.588;394.741;27.353;-1.825;0.663;184.212;0.0;0.0;-0.084;280.926
2020/09/01 20:46;25.807;0.0;2.082;3.093;-0.246;6.805;8.113;0.366;-0.081;-0.031;933.332;0.733;193.017;-0.363;281.086;25.875;18.224;0.104;1.076;14.179;394.637;27.321;-1.245;0.527;190.449;0.0;0.0;-0.326;281.088
2020/09/01 20:47;25.801;0.0;1.087;2.126;-0.283;6.479;7.739;0.409;-0.046;-0.109;933.333;0.621;191.097;-0.492;281.248;25.856;18.141;0.03;0.33;11.984;394.542;27.29;-1.329;0.418;200.316;0.0;0.0;-0.435;281.251
