fecha;TempAi1;Bn;Gh;Dh;CelulaTop;CelulaMid;CelulaBot;TopCal;MidCal;BotCal;Presion;VVien1;DVien1;ElevSol1;OrientSol1;TempAi2;HumRel;Bn2;G41;Gn;Pirgeo;TemPirgeo;Auxil;VVien2;DVien2;Lluvia;Limpieza;ElevSol2;OrientSol2
2021/01/06 06:06;-4.357;0.989;-1.459;-3.072;-0.276;5.933;7.042;0.408;-0.054;-0.115;931.453;1.231;16.533;0;111.926;-4.568;89.625;0.489;-1.301;0.183;221.763;-5.226;-2.26;0.825;50.058;0.0;0.0;0;111.926
2021/01/06 06:07;-4.36;0.712;-1.352;-2.995;-0.274;5.933;7.042;0.381;-0.107;-0.022;931.452;0.991;21.198;0;111.925;-4.445;89.848;0.454;-1.336;0.479;221.767;-5.185;-1.474;0.818;99.175;0.0;0.0;0;111.925
2021/01/06 06:08;-4.433;0.219;-1.383;-3.278;-0.271;5.933;7.041;0.423;-0.057;-0.125;931.452;0.858;27.578;0;111.925;-4.337;89.519;0.391;-1.311;0.852;221.858;-5.151;-0.904;0.593;104.925;0.0;0.0;0;111.925
2021/01/06 06:09;-4.379;0.111;-1.497;-3.165;-0.268;5.93;7.042;0.477;-0.127;-0.058;931.451;0.753;30.731;0;111.925;-4.295;89.089;0.406;-1.281;1.023;221.966;-5.132;-2.232;0.591;76.183;0.0;0.0;0;111.925
2021/01/06 06:10;-4.221;0.232;-1.584;-3.244;-0.274;5.934;7.042;0.493;-0.117;-0.084;931.452;0.67;25.998;0;111.925;-4.25;88.996;0.464;-1.288;1.077;222.142;-5.119;-2.994;0.792;57.925;0.0;0.0;0;111.925
2021/01/06 06:11;-4.124;0.273;-1.634;-3.661;-0.281;5.941;7.04;0.423;-0.053;-0.127;931.453;0.546;32.378;0;111.925;-4.186;89.001;0.445;-1.288;1.309;222.248;-5.109;-2.952;0.703;100.75;0.0;0.0;0;111.925
2021/01/06 06:12;-4.105;0.179;-1.734;-4.167;-0.274;5.941;7.039;0.494;-0.114;-0.085;931.453;0.594;29.262;0;111.925;-4.195;88.75;0.432;-1.54;0.52;222.158;-5.104;-1.56;0.636;108.533;0.0;0.0;0;111.925
2021/01/06 06:13;-4.032;0.156;-1.833;-3.658;-0.275;5.936;7.04;0.404;-0.053;-0.115;931.454;0.701;12.102;0;111.924;-4.229;88.805;0.525;-1.84;-0.478;222.225;-5.103;-0.54;0.766;159.567;0.0;0.0;0;111.924
2021/01/06 06:14;-3.988;0.202;-1.864;-3.209;-0.276;5.933;7.042;0.37;-0.074;-0.07;931.453;0.708;7.384;0;111.924;-4.244;89.051;0.603;-1.891;-0.369;222.252;-5.092;-0.991;0.879;270.875;0.0;0.0;0;111.924
2021/01/06 06:15;-4.043;0.105;-1.874;-3.239;-0.274;5.932;7.042;0.379;-0.064;-0.076;931.452;0.74;7.409;0;111.924;-4.272;89.19;0.59;-1.894;-0.282;222.158;-5.058;-1.079;0.944;314.542;0.0;0.0;0;111.924
2021/01/06 06:42;-4.451;0.0;-2.234;-3.549;-0.277;5.932;7.041;0.374;-0.07;-0.074;931.663;1.041;6.25;0;111.921;-4.588;90.195;0.359;-1.919;1.384;221.643;-5.011;-4.033;0.687;46.4;0.0;0.0;0;111.921
2021/01/06 06:43;-4.457;0.0;-2.215;-3.731;-0.277;5.934;7.041;0.38;-0.102;-0.024;931.663;0.913;3.43;0;111.921;-4.564;90.245;0.367;-2.131;0.467;221.83;-5.032;-1.023;0.57;110.158;0.0;0.0;0;111.921
2021/01/06 06:44;-4.471;0.0;-2.223;-3.438;-0.285;5.935;7.041;0.385;-0.058;-0.091;931.663;0.86;8.313;0;111.921;-4.525;90.164;0.31;-2.117;0.837;221.928;-5.052;-0.993;0.48;124.667;0.0;0.0;0;111.921
2021/01/06 06:45;-4.47;0.0;-2.313;-3.652;-0.281;5.935;7.041;0.488;-0.092;-0.121;931.663;0.765;14.437;0;111.921;-4.489;89.943;0.336;-1.984;1.865;221.875;-5.073;-4.076;0.445;93.543;0.0;0.0;0;111.921
2021/01/06 06:46;-4.43;0.0;-2.424;-3.956;-0.281;5.936;7.041;0.412;-0.051;-0.12;931.663;0.656;12.975;0;111.921;-4.46;89.777;0.391;-2.064;1.108;221.93;-5.087;-3.481;0.517;87.735;0.0;0.0;0;111.921
2021/01/06 06:47;-4.387;0.0;-2.508;-3.899;-0.29;5.94;7.04;0.396;-0.056;-0.106;931.664;0.548;18.341;0;111.921;-4.451;89.569;0.335;-1.882;0.926;221.994;-5.088;-3.066;0.464;107.26;0.0;0.0;0;111.921
2021/01/06 06:48;-4.364;0.0;-2.636;-4.142;-0.282;5.937;7.041;0.439;-0.061;-0.133;931.664;0.491;37.249;0;111.921;-4.438;89.511;0.308;-1.747;1.439;221.983;-5.087;-2.952;0.414;109.868;0.0;0.0;0;111.921
2021/01/06 06:49;-4.316;0.004;-2.762;-4.205;-0.277;5.935;7.041;0.497;-0.108;-0.092;931.664;0.461;48.412;0;111.921;-4.385;89.529;0.37;-1.905;1.156;221.894;-5.09;-2.148;0.493;128.033;0.0;0.0;0;111.921
2021/01/06 06:50;-4.305;0.008;-2.83;-4.06;-0.271;5.93;7.041;0.491;-0.097;-0.106;931.663;0.399;35.866;0;111.921;-4.364;89.257;0.482;-2.143;0.143;221.771;-5.099;-2.23;0.507;143.275;0.0;0.0;0;111.921
2021/01/06 06:51;-4.269;0.003;-2.845;-4.581;-0.265;5.931;7.04;0.475;-0.134;-0.045;931.662;0.388;17.052;0;111.921;-4.374;89.056;0.473;-2.361;-0.296;221.756;-5.114;-0.973;0.463;76.05;0.0;0.0;0;111.921
2021/01/06 06:52;-4.206;0.0;-2.815;-4.308;-0.271;5.933;7.041;0.47;-0.07;-0.133;931.662;0.409;17.098;0;111.92;-4.373;89.043;0.355;-2.291;1.172;221.95;-5.13;-2.707;0.353;95.138;0.0;0.0;0;111.92
2021/01/06 06:53;-4.213;0.0;-2.77;-4.04;-0.28;5.936;7.042;0.415;-0.054;-0.121;931.664;0.488;13.201;0;111.92;-4.357;89.058;0.326;-2.329;1.408;221.934;-5.137;-2.962;0.329;204.388;0.0;0.0;0;111.92
2021/01/06 06:54;-4.232;0.0;-2.752;-4.704;-0.282;5.942;7.041;0.466;-0.073;-0.13;931.664;0.449;12.151;0;111.92;-4.338;89.003;0.348;-2.415;0.679;221.815;-5.14;-1.959;0.289;208.967;0.0;0.0;0;111.92
2021/01/06 06:55;-4.23;0.0;-2.812;-4.393;-0.281;5.939;7.042;0.484;-0.129;-0.061;931.675;0.327;14.579;0;111.92;-4.312;88.934;0.342;-2.417;0.455;221.996;-5.149;-1.995;0.317;199.192;0.0;0.0;0;111.92
2021/01/06 06:56;-4.209;0.0;-2.88;-3.916;-0.281;5.934;7.043;0.383;-0.059;-0.088;931.68;0.366;6.306;0;111.92;-4.261;88.82;0.351;-2.316;0.615;222.165;-5.139;-1.808;0.398;201.367;0.0;0.0;0;111.92
2021/01/06 06:57;-4.209;0.0;-2.868;-3.877;-0.279;5.933;7.043;0.416;-0.054;-0.124;931.67;0.351;17.742;0;111.92;-4.218;88.525;0.364;-2.211;0.499;222.343;-5.117;-1.628;0.319;168.735;0.0;0.0;0;111.92
2021/01/06 06:58;-4.191;0.0;-2.859;-4.178;-0.276;5.934;7.042;0.403;-0.125;-0.01;931.669;0.385;21.991;0;111.919;-4.175;88.309;0.361;-2.083;0.285;222.535;-5.101;-1.434;0.284;159.243;0.0;0.0;0;111.92
2021/01/06 06:59;-4.119;0.0;-2.859;-4.285;-0.276;5.935;7.042;0.475;-0.076;-0.131;931.667;0.455;170.386;0;111.919;-4.101;88.185;0.337;-1.923;0.355;222.436;-5.091;-1.435;0.274;189.113;0.0;0.0;0;111.919
2021/01/06 07:00;-4.079;0.0;-2.817;-4.029;-0.277;5.934;7.042;0.427;-0.055;-0.13;931.663;0.38;181.892;0;111.919;-4.018;87.943;0.337;-1.843;0.496;222.259;-5.1;-1.688;0.256;229.564;0.0;0.0;0;111.919
2021/01/06 07:01;-4.05;0.0;-2.784;-3.882;-0.276;5.933;7.042;0.451;-0.064;-0.135;931.687;0.29;163.651;0;111.919;-3.995;87.42;0.341;-1.875;0.603;222.014;-5.12;-2.112;0.25;281.743;0.0;0.0;0;111.919
2021/01/06 07:02;-4.019;0.0;-2.793;-3.885;-0.276;5.933;7.042;0.412;-0.125;-0.016;931.769;0.19;150.318;0;111.919;-4.055;86.859;0.315;-2.046;0.487;221.693;-5.151;-1.801;0.289;304.867;0.0;0.0;0;111.919
2021/01/06 07:03;-4.013;0.0;-2.844;-3.983;-0.275;5.934;7.041;0.491;-0.097;-0.111;931.836;0.195;166.923;0;111.919;-4.144;86.716;0.326;-2.181;0.482;221.267;-5.175;-1.97;0.687;281.758;0.0;0.0;0;111.919
2021/01/06 07:04;-4.065;0.0;-2.904;-4.032;-0.275;5.934;7.041;0.402;-0.053;-0.117;931.846;0.231;337.595;0;111.919;-4.262;86.943;0.34;-2.159;0.571;221.05;-5.172;-1.992;0.834;282.125;0.0;0.0;0;111.919
2021/01/06 07:05;-4.162;0.0;-2.987;-4.075;-0.276;5.933;7.042;0.437;-0.057;-0.129;931.846;0.231;331.598;0;111.919;-4.416;87.369;0.329;-2.069;0.467;221.115;-5.176;-1.589;0.575;283.834;0.0;0.0;0;111.919
2021/01/06 07:06;-4.262;0.0;-3.097;-4.186;-0.277;5.934;7.042;0.398;-0.121;-0.011;931.846;0.445;298.163;0;111.919;-4.543;88.046;0.322;-2.068;0.249;221.483;-5.197;-1.154;0.396;252.317;0.0;0.0;0;111.919
2021/01/06 07:07;-4.365;0.0;-3.133;-4.238;-0.275;5.933;7.042;0.386;-0.111;-0.018;931.846;0.649;285.626;0;111.919;-4.6;88.887;0.323;-2.081;0.486;221.987;-5.221;-1.742;0.387;229.958;0.0;0.0;0;111.919
2021/01/06 07:08;-4.483;0.0;-3.065;-4.192;-0.274;5.934;7.042;0.461;-0.138;-0.037;931.845;0.639;294.645;0;111.919;-4.625;89.509;0.331;-2.163;0.318;222.055;-5.243;-0.997;0.526;159.383;0.0;0.0;0;111.919
2021/01/06 07:09;-4.563;0.0;-2.997;-4.049;-0.275;5.934;7.042;0.448;-0.065;-0.135;931.845;0.567;308.779;0;111.918;-4.6;89.922;0.374;-2.181;0.27;222.217;-5.256;-0.649;0.638;68.217;0.0;0.0;0;111.918
2021/01/06 07:10;-4.554;0.0;-2.958;-3.891;-0.275;5.933;7.042;0.491;-0.123;-0.078;931.845;0.44;333.707;0;111.918;-4.507;89.924;0.405;-2.045;0.481;222.272;-5.255;-1.367;0.727;48.675;0.0;0.0;0;111.918
2021/01/06 07:11;-4.543;0.016;-2.913;-3.89;-0.277;5.933;7.042;0.449;-0.137;-0.029;931.846;0.516;183.228;0;111.918;-4.481;89.529;0.461;-2.034;0.198;222.091;-5.245;-1.953;0.793;30.475;0.0;0.0;0;111.918
2021/01/06 07:12;-4.476;0.182;-2.84;-3.922;-0.278;5.934;7.042;0.492;-0.124;-0.072;931.846;0.634;27.501;0;111.918;-4.494;89.258;0.442;-1.951;0.703;222.033;-5.229;-2.925;1.008;15.717;0.0;0.0;0;111.918
2021/01/06 07:13;-4.379;0.549;-2.714;-4.18;-0.277;5.936;7.041;0.383;-0.107;-0.025;931.846;0.657;35.909;0;111.918;-4.517;89.102;0.393;-1.951;0.476;221.929;-5.213;-1.238;1.094;22.675;0.0;0.0;0;111.918
2021/01/06 07:14;-4.358;0.561;-2.574;-3.544;-0.277;5.931;7.042;0.385;-0.059;-0.095;931.846;0.714;27.779;0;111.918;-4.603;89.164;0.446;-2.08;-0.235;221.83;-5.21;-1.18;1.026;55.933;0.0;0.0;0;111.918
2021/01/06 07:15;-4.374;0.34;-2.451;-3.18;-0.277;5.928;7.043;0.377;-0.097;-0.034;931.846;0.859;19.729;0;111.918;-4.68;89.556;0.449;-2.008;0.486;221.602;-5.212;-3.265;1.06;111.625;0.0;0.0;0;111.918
2021/01/06 07:16;-4.435;0.233;-2.344;-3.703;-0.274;5.931;7.041;0.369;-0.078;-0.061;931.846;0.958;13.565;0;111.918;-4.738;90.078;0.504;-2.282;0.304;221.438;-5.211;-2.606;1.048;159.942;0.0;0.0;0;111.918
2021/01/06 07:17;-4.544;0.071;-2.273;-3.949;-0.274;5.934;7.041;0.477;-0.132;-0.056;931.846;0.845;7.943;0;111.918;-4.755;90.568;0.587;-2.524;-0.612;221.443;-5.214;-0.985;0.837;217.908;0.0;0.0;0;111.918
2021/01/06 07:18;-4.624;0.0;-2.236;-3.517;-0.282;5.934;7.042;0.451;-0.063;-0.136;931.846;0.935;1.486;0;111.918;-4.751;90.819;0.472;-2.24;-0.486;221.354;-5.223;0.133;0.595;167.916;0.0;0.0;0;111.918
2021/01/06 07:19;-4.664;0.0;-2.195;-3.428;-0.286;5.935;7.042;0.371;-0.077;-0.058;931.846;1.058;179.489;0;111.918;-4.772;90.88;0.357;-2.177;0.059;221.41;-5.239;-0.217;0.488;154.364;0.0;0.0;0;111.918
2021/01/06 07:20;-4.656;0.0;-2.147;-4.516;-0.277;5.94;7.039;0.492;-0.091;-0.119;931.846;0.92;358.509;0;111.917;-4.799;90.94;0.408;-2.373;0.131;221.65;-5.261;-1.552;0.402;217.815;0.0;0.0;0;111.917
2021/01/06 07:21;-4.65;0.0;-2.14;-4.385;-0.273;5.938;7.04;0.467;-0.07;-0.135;931.846;0.74;184.22;0;111.917;-4.803;91.082;0.357;-2.246;0.957;221.732;-5.281;-2.639;0.513;115.133;0.0;0.0;0;111.917
2021/01/06 07:22;-4.68;0.0;-2.232;-3.856;-0.273;5.934;7.041;0.437;-0.059;-0.132;931.846;0.568;5.258;0;111.917;-4.772;91.277;0.238;-2.071;1.888;221.641;-5.298;-3.327;0.576;65.958;0.0;0.0;0;111.917
2021/01/06 07:23;-4.692;0.0;-2.391;-4.122;-0.276;5.936;7.041;0.379;-0.063;-0.086;931.846;0.441;3.467;0;111.917;-4.714;91.352;0.313;-2.095;1.741;221.599;-5.313;-3.701;0.593;118.442;0.0;0.0;0;111.917
2021/01/06 07:24;-4.67;0.0;-2.567;-3.974;-0.28;5.935;7.042;0.49;-0.125;-0.071;931.847;0.475;5.394;0;111.917;-4.665;91.195;0.4;-2.371;0.37;221.648;-5.325;-1.531;0.635;188.7;0.0;0.0;0;111.917
2021/01/06 07:25;-4.614;0.0;-2.681;-4.473;-0.277;5.938;7.04;0.439;-0.057;-0.131;931.846;0.619;181.465;0;111.917;-4.674;90.815;0.357;-2.434;-0.193;221.48;-5.335;-0.018;0.87;128.225;0.0;0.0;0;111.917
2021/01/06 07:26;-4.54;0.0;-2.717;-5.108;-0.271;5.94;7.039;0.475;-0.074;-0.132;931.898;0.662;181.483;0;111.916;-4.737;90.634;0.316;-1.943;1.17;221.354;-5.34;-2.89;1.114;95.892;0.0;0.0;0;111.917
2021/01/06 07:27;-4.488;0.0;-2.688;-4.151;-0.277;5.935;7.041;0.399;-0.116;-0.018;931.998;0.638;182.043;0;111.916;-4.738;90.811;0.411;-1.939;1.035;221.395;-5.32;-3.126;1.11;223.558;0.0;0.0;0;111.916
2021/01/06 07:28;-4.54;0.0;-2.631;-4.33;-0.279;5.938;7.041;0.473;-0.076;-0.128;932.046;0.809;183.777;0;111.916;-4.693;90.678;0.441;-2.229;-0.135;221.348;-5.29;-0.154;1.166;173.258;0.0;0.0;0;111.916
2021/01/06 07:29;-4.624;0.0;-2.599;-4.315;-0.272;5.935;7.041;0.468;-0.073;-0.132;932.045;0.947;8.029;0;111.916;-4.716;90.444;0.368;-1.97;0.433;221.476;-5.273;-1.458;1.115;90.292;0.0;0.0;0;111.916
2021/01/06 07:30;-4.557;0.0;-2.491;-3.196;-0.279;5.93;7.044;0.387;-0.11;-0.021;932.046;1.044;176.888;0;111.916;-4.731;90.554;0.442;-1.789;0.708;221.597;-5.257;-3.224;1.043;183.592;0.0;0.0;0;111.916
2021/01/06 07:31;-4.511;0.008;-2.3;-3.601;-0.274;5.932;7.043;0.456;-0.065;-0.133;932.046;1.179;176.506;0;111.916;-4.729;90.641;0.491;-1.88;-0.008;221.524;-5.246;-1.2;1.01;158.692;0.0;0.0;0;111.916
2021/01/06 07:32;-4.579;0.008;-2.133;-3.947;-0.27;5.935;7.041;0.451;-0.14;-0.027;932.046;1.018;8.368;0;111.916;-4.736;90.674;0.425;-1.637;1.256;221.431;-5.245;-3.274;1.015;57.558;0.0;0.0;0;111.916
2021/01/06 07:33;-4.597;0.0;-2.065;-3.716;-0.281;5.939;7.041;0.374;-0.064;-0.074;932.047;0.96;6.458;0;111.916;-4.729;90.733;0.374;-1.508;2.182;221.312;-5.252;-4.478;0.926;91.542;0.0;0.0;0;111.916
2021/01/06 07:34;-4.599;0.0;-2.096;-3.806;-0.274;5.936;7.042;0.487;-0.089;-0.114;932.046;0.997;7.111;0;111.916;-4.726;90.764;0.391;-1.776;1.191;221.15;-5.265;-2.621;0.744;186.008;0.0;0.0;0;111.916
2021/01/06 07:35;-4.603;0.0;-2.147;-3.594;-0.269;5.932;7.042;0.385;-0.106;-0.024;932.046;1.004;9.297;0;111.916;-4.74;90.732;0.402;-1.904;1.669;220.986;-5.286;-4.396;0.658;279.633;0.0;0.0;0;111.916
2021/01/06 07:36;-4.587;0.0;-2.164;-3.58;-0.28;5.937;7.041;0.371;-0.091;-0.038;932.047;0.935;180.46;0;111.916;-4.762;90.677;0.413;-2.074;1.665;220.874;-5.31;-5.305;0.594;309.433;0.0;0.0;0;111.916
2021/01/06 07:37;-4.578;0.0;-2.194;-3.847;-0.278;5.938;7.04;0.481;-0.132;-0.055;932.047;0.789;355.551;0;111.915;-4.778;90.684;0.384;-2.312;0.459;220.777;-5.334;-2.621;0.619;304.742;0.0;0.0;0;111.915
2021/01/06 07:38;-4.589;0.0;-2.25;-3.523;-0.275;5.933;7.042;0.451;-0.14;-0.023;932.046;0.719;357.112;0;111.915;-4.794;90.76;0.417;-2.565;0.653;220.83;-5.354;-1.641;0.71;176.225;0.0;0.0;0;111.915
2021/01/06 07:39;-4.597;0.0;-2.319;-3.505;-0.275;5.932;7.042;0.495;-0.116;-0.085;932.054;0.606;349.178;0;111.915;-4.804;90.921;0.471;-2.693;0.437;220.943;-5.371;-0.912;0.913;60.592;0.0;0.0;0;111.915
2021/01/06 07:40;-4.611;0.0;-2.41;-3.706;-0.275;5.934;7.042;0.444;-0.135;-0.025;932.132;0.58;346.769;0;111.915;-4.79;91.051;0.406;-2.34;1.027;220.933;-5.372;-1.848;1.083;41.592;0.0;0.0;0;111.915
2021/01/06 07:41;-4.637;0.0;-2.526;-3.57;-0.275;5.933;7.043;0.477;-0.131;-0.045;932.216;0.63;180.58;0;111.915;-4.781;90.994;0.46;-2.266;0.796;220.964;-5.359;-3.525;1.115;21.408;0.0;0.0;0;111.915
2021/01/06 07:42;-4.655;0.0;-2.637;-3.669;-0.276;5.933;7.042;0.43;-0.054;-0.129;932.222;0.776;11.949;0;111.915;-4.753;90.829;0.553;-2.294;-0.089;220.998;-5.351;-3.746;1.199;28.458;0.0;0.0;0;111.915
2021/01/06 07:43;-4.655;0.0;-2.683;-3.752;-0.275;5.933;7.042;0.447;-0.06;-0.134;932.216;0.949;12.054;0;111.914;-4.691;90.523;0.48;-2.092;0.475;220.956;-5.337;-2.567;1.263;38.867;0.0;0.0;0;111.914
2021/01/06 07:44;-4.646;0.0;-2.621;-3.749;-0.278;5.934;7.042;0.376;-0.1;-0.032;932.224;1.032;14.87;0;111.914;-4.637;90.148;0.473;-2.046;-0.229;221.085;-5.313;-0.52;1.331;39.942;0.0;0.0;0;111.914
2021/01/06 07:45;-4.606;0.035;-2.495;-4.213;-0.281;5.94;7.04;0.453;-0.065;-0.135;932.23;1.095;17.919;0;111.914;-4.599;89.857;0.561;-1.938;-0.195;221.15;-5.283;-1.932;1.343;18.633;0.0;0.0;0;111.914
2021/01/06 07:46;-4.545;0.069;-2.364;-3.912;-0.279;5.936;7.041;0.493;-0.093;-0.114;932.23;1.181;14.819;0;111.914;-4.596;89.705;0.519;-1.672;0.338;221.149;-5.255;-1.272;1.155;32.275;0.0;0.0;0;111.914
2021/01/06 07:47;-4.493;0.137;-2.26;-3.408;-0.27;5.929;7.042;0.415;-0.13;-0.014;932.23;1.336;10.684;0;111.914;-4.615;89.682;0.373;-1.376;0.898;221.326;-5.244;-1.351;0.791;86.5;0.0;0.0;0;111.914
2021/01/06 07:48;-4.463;0.227;-2.159;-3.857;-0.261;5.929;7.041;0.426;-0.135;-0.014;932.229;1.366;7.766;0;111.914;-4.612;89.728;0.297;-1.357;1.827;221.394;-5.24;-3.807;0.722;85.883;0.0;0.0;0;111.914
2021/01/06 07:49;-4.47;0.135;-2.05;-3.828;-0.269;5.933;7.041;0.445;-0.138;-0.024;932.229;1.136;8.848;0;111.914;-4.548;89.786;0.438;-1.615;1.254;221.331;-5.224;-3.448;0.872;49.258;0.0;0.0;0;111.914
2021/01/06 07:50;-4.482;0.011;-2.023;-3.635;-0.279;5.935;7.041;0.418;-0.13;-0.012;932.23;0.809;14.404;0;111.914;-4.443;89.588;0.484;-1.653;0.654;221.382;-5.197;-1.771;0.866;105.417;0.0;0.0;0;111.92
2021/01/06 07:51;-4.46;0.0;-2.106;-4.295;-0.282;5.94;7.039;0.493;-0.11;-0.098;932.231;0.655;17.466;0;111.974;-4.357;89.068;0.441;-1.595;1.104;221.379;-5.165;-2.425;0.848;155.142;0.0;0.0;0;111.988
2021/01/06 07:52;-4.378;0.0;-2.226;-4.25;-0.274;5.938;7.04;0.492;-0.119;-0.077;932.23;0.714;18.942;0;112.125;-4.335;88.554;0.457;-1.932;0.526;221.263;-5.144;-1.561;0.685;165.233;0.0;0.0;0;112.125
2021/01/06 07:53;-4.268;0.019;-2.285;-3.729;-0.271;5.933;7.042;0.372;-0.097;-0.035;932.274;0.771;18.002;0;112.277;-4.372;88.341;0.451;-2.416;-1.012;221.281;-5.15;1.994;0.51;157.058;0.0;0.0;0;112.276
2021/01/06 07:54;-4.201;0.021;-2.302;-3.26;-0.278;5.932;7.042;0.425;-0.133;-0.015;932.384;0.726;10.701;0;112.427;-4.415;88.412;0.462;-2.595;-0.929;221.301;-5.163;1.214;0.509;170.633;0.0;0.0;0;112.428
2021/01/06 07:55;-4.209;0.001;-2.365;-3.669;-0.27;5.933;7.042;0.489;-0.093;-0.117;932.45;0.606;179.503;0;112.579;-4.476;88.487;0.387;-2.415;0.474;221.146;-5.179;-1.77;0.489;224.707;0.0;0.0;0;112.58
2021/01/06 07:56;-4.263;0.0;-2.458;-4.683;-0.266;5.941;7.039;0.484;-0.089;-0.122;932.449;0.536;180.23;0;112.73;-4.564;88.557;0.341;-2.389;0.861;220.962;-5.209;-2.295;0.495;220.116;0.0;0.0;0;112.731
2021/01/06 07:57;-4.313;0.0;-2.578;-4.423;-0.272;5.94;7.039;0.496;-0.109;-0.094;932.45;0.527;183.699;0;112.882;-4.656;88.805;0.348;-2.577;0.369;220.854;-5.252;-1.441;0.422;228.048;0.0;0.0;0;112.883
2021/01/06 07:58;-4.391;0.0;-2.71;-3.972;-0.273;5.936;7.041;0.441;-0.139;-0.03;932.45;0.517;352.09;0;113.034;-4.74;89.169;0.335;-2.676;0.28;220.819;-5.297;-1.319;0.294;247.425;0.0;0.0;0;113.035
2021/01/06 07:59;-4.485;0.0;-2.829;-3.736;-0.276;5.934;7.042;0.494;-0.102;-0.132;932.451;0.371;331.208;0;113.187;-4.809;89.577;0.328;-2.715;0.388;220.918;-5.341;-1.812;0.249;236.078;0.0;0.0;0;113.187
2021/01/06 08:00;-4.544;0.0;-3.042;-3.819;-0.278;5.934;7.042;0.408;-0.124;-0.015;932.452;0.293;312.11;0;113.339;-4.852;89.94;0.317;-2.669;0.879;220.944;-5.382;-2.458;0.32;163.933;0.0;0.0;0;113.339
2021/01/06 08:01;-4.609;0.0;-3.278;-4.223;-0.275;5.934;7.042;0.379;-0.105;-0.027;932.451;0.295;308.708;0;113.492;-4.863;90.264;0.317;-2.617;1.2;220.822;-5.405;-2.617;0.6;62.54;0.0;0.0;0;113.492
2021/01/06 08:02;-4.68;0.0;-3.413;-4.282;-0.275;5.933;7.042;0.47;-0.074;-0.132;932.45;0.244;323.047;0;113.644;-4.856;90.679;0.31;-2.704;0.68;220.851;-5.414;-1.196;0.829;18.317;0.0;0.0;0;113.644
2021/01/06 08:03;-4.721;0.0;-3.498;-4.21;-0.276;5.933;7.043;0.49;-0.128;-0.067;932.45;0.304;178.374;0;113.797;-4.874;91.016;0.328;-2.776;0.26;220.923;-5.417;-0.899;0.936;21.208;0.0;0.0;0;113.797
2021/01/06 08:04;-4.73;0.0;-3.538;-4.359;-0.275;5.933;7.042;0.449;-0.139;-0.022;932.45;0.517;26.744;0;113.95;-4.902;91.225;0.346;-2.432;1.061;220.934;-5.408;-3.166;0.964;24.2;0.0;0.0;0;113.95
2021/01/06 08:05;-4.716;0.002;-3.475;-5.029;-0.271;5.936;7.04;0.474;-0.135;-0.045;932.45;0.732;32.007;0;114.103;-4.853;91.438;0.345;-2.203;1.591;220.999;-5.396;-4.579;0.94;21.958;0.0;0.0;0;114.103
2021/01/06 08:06;-4.717;0.042;-3.287;-4.69;-0.275;5.937;7.04;0.457;-0.066;-0.132;932.45;0.812;30.909;0;114.256;-4.811;91.244;0.369;-2.461;0.543;220.993;-5.391;-2.393;0.724;105.953;0.0;0.0;0;114.257
2021/01/06 08:07;-4.755;0.143;-3.056;-3.982;-0.273;5.93;7.043;0.438;-0.137;-0.016;932.45;0.856;25.013;0;114.41;-4.857;90.884;0.379;-2.268;1.017;220.854;-5.404;-2.556;0.379;192.642;0.0;0.0;0;114.41
2021/01/06 08:08;-4.697;0.139;-2.845;-3.517;-0.27;5.926;7.044;0.389;-0.112;-0.019;932.49;0.915;22.573;0;114.567;-4.901;90.966;0.354;-2.154;1.391;220.638;-5.433;-2.494;0.324;221.048;0.0;0.0;0;114.564
2021/01/06 08:09;-4.663;0.094;-2.65;-3.618;-0.275;5.931;7.043;0.389;-0.115;-0.014;932.58;0.775;21.944;0;114.721;-4.912;91.2;0.366;-2.311;0.849;220.657;-5.464;-1.918;0.281;227.85;0.0;0.0;0;114.718
2021/01/06 08:10;-4.743;0.058;-2.574;-4.212;-0.272;5.934;7.041;0.481;-0.132;-0.055;932.63;0.466;183.712;0;114.87;-4.925;91.167;0.395;-2.142;1.77;220.612;-5.493;-4.714;0.329;201.367;0.0;0.0;0;114.872
2021/01/06 08:11;-4.781;0.0;-2.642;-3.873;-0.275;5.933;7.042;0.424;-0.135;-0.016;932.632;0.37;323.439;0;115.023;-5.014;90.766;0.351;-2.191;1.495;220.406;-5.527;-2.394;0.437;195.9;0.0;0.0;0;115.026
2021/01/06 08:12;-4.795;0.0;-2.794;-3.844;-0.278;5.933;7.043;0.419;-0.128;-0.013;932.632;0.365;258.436;0;115.178;-5.115;90.738;0.336;-2.462;0.221;220.465;-5.564;0.615;0.292;191.292;0.0;0.0;0;115.181
2021/01/06 08:13;-4.834;0.0;-2.998;-4.084;-0.275;5.933;7.043;0.493;-0.114;-0.089;932.632;0.307;215.947;0;115.333;-5.123;91.286;0.318;-2.487;0.258;220.536;-5.599;-0.667;0.316;169.191;0.0;0.0;0;115.336
2021/01/06 08:14;-4.956;0.0;-3.169;-4.324;-0.274;5.934;7.042;0.403;-0.055;-0.116;932.632;0.27;213.283;0;115.488;-5.096;91.667;0.31;-2.384;0.414;220.554;-5.625;-0.324;0.529;93.9;0.0;0.0;0;115.491
